name,description,facilities,activities,island,site_link
Nukoli'i Beach Park,"Nukoli'i Beach Park, with its 2 miles (3.2 km) of white-sand shoreline, is the longest beach on Kauai's east shore. It starts from where Lydgate Beach Park ends and spans the area fronting the Wailua Golf Course and the Hilton Kauai Beach Resort. The beach provides poor swimming conditions because of surf and currents and because the bottom is rocky and shallow.   However, Nukoli'i Beach offers good snorkeling, scuba diving and fishing opportunities when the ocean is calm. Offshore, a reef provides shelter from waves, but not during the high surf season. Always monitor surf conditions before wading in. There is no lifeguard, so better stay out of the water particularly during the winter months. Nukoli'i Beach is sometimes referred to as Kauai Beach and sometimes as Kawailoa Beach. This is one of those Kauai beaches that never gets crowded. Most of the time it is rather deserted. Surfers can sometimes be seen here to ride the surf break called Graveyards, while beachcombers find plenty of room and shady spots for a picnic. In the 1970s, Nukoli'i Beach Park was the last beach between Lihue and Kapa'a to be developed. After years of controversies and political disputes between the county and Committee to Save Nukoli'i, a citizen's group, Nukoli'i was finally developed in 1986 as a beach park complete with facilities. That same year, the Hilton Kauai Beach Resort fronting the beach also opened.      ",,fishing,Kauai,https://www.to-hawaii.com/kauai/beaches/nukolii-beach-park.php
Papa'a Bay,"If you have seen the action adventure movie Six Days, Seven Nights starring Harrison Ford and Anne Heche, you may recognize this beach, since it was the setting for the plane crash scene. Movie producer Peter Guber found Papa'a Bay so picturesque that he purchased all 174 acres surrounding the bay and built a large luxury oceanfront estate, which he called Tara.   In November 2009, the property was sold for a record sum of $28 million, the highest price ever paid for an existing home on Kauai. The estate had been listed for sale since 2004 with an asking price of $46 million. There have been access issues to Papa'a Bay in the past, and even a few arrests were made because people were allegedly trespassing through private property. The existing public access trail to the bay involves a 5-10 minute hike across a somewhat steep hill and through the brush and about 100 yards of boulder-hopping.    ",,"swimming, snorkeling",Kauai,https://www.to-hawaii.com/kauai/beaches/papaabay.php
Pila'a Beach,"Pila'a Beach is a very sparsely visited beach on Kauai's north shore. It is difficult to access and since the nearshore ocean bottom is rocky, it's not a good beach for swimming. The beach is a good spot to just relax without the crowds, but since the trail to it is rocky, it's even challenging to bring a picnic basket.      ",,none,Kauai,https://www.to-hawaii.com/kauai/beaches/pilaabeach.php
Po'ipu Beach Park,"In 2001, the renowned beachologist Dr. Stephen “Dr. Beach” Leatherman, picked Po'ipu Beach Park (see more photos) as the best beach in the United States. Travel Channel also named Po'ipu Beach Park as one of America's and the World's Best Beaches. As Kauai's most popular beach, it attracts many beachgoers, yet it is never crowded in the way popular Waikiki Beach on the neighboring island of Oahu is.   Po'ipu Beach Park is a family beach and accommodates nearly every type of beach activity. Two beaches actually make up Po'ipu Beach. The eastern side is called Baby Beach because it's where keikis (kids) can swim free from dangers of big waves and strong currents. The water here is just a few inches deep and is sheltered by a jetty. On the western side of the beach, the waves break on the reef. This is the spot frequented by surfers and is also good for fishing, snorkeling, pole fishing and windsurfing. Nukumoi Point, a tombolo, separates the two bays. A tombolo is a narrow piece of land, such as a spit or a bar, extending from a shore to an island. Po'ipu Beach Park's tombolo is a favorite spot of Hawaiian monk seals; they are often found napping here in the afternoon. The area just before the tombolo, on the western side of the beach, is frequented by beginning bodyboarders. Waves here break gently on a shallow sandbar.       ",,"swimming, snorkeling, surfing, bodyboarding, windsurfing",Kauai,https://www.to-hawaii.com/kauai/beaches/poipu-beach-park.php
Polihale State Beach Park,"Polihale Beach is one of the longest continuous sand beaches in all of Hawaii, stretching 15 miles (24 km) along Kauai's west shore. The beach is also one of the widest in Hawaii, averaging 300 feet (91 m) during the summer months. It is backed by sand dunes, some of them are 100 feet (30 m) above sea level. Because of its remoteness and because of the eerie quality of its beauty, this beach has been named Polihale, which literally means “the home of the underworld (Po)” in Hawaiian. It is believed that it is here where the souls of the dead depart for Po, the underworld.   Polihale State Park encompasses 140 acres (0.5 km²) and is located at the first 2.25 miles (3.6 km) at the northern end of the beach. North of the state park are the mountain ridges of the Na Pali Coast. And to the south is the Pacific Missile Range Facility. The shoreline fronting the Pacific Missile Range Facility all the way up to Barking Sands Beach (a distance of 5 miles) has been off-limits to the public as part of a security policy since the 9/11 tragedy. Access is only allowed to people with a military ID card or a special pass that has to be applied for in advance and involves a criminal background check and costs $25. Access to Polihale State Park (the northernmost section of this coastline) is open to the public. Polihale is a wild beach characterized by rough waves and rip currents along the shore. There is no reef barrier that protects the beach from the open ocean. The only relatively safe place for a swim is at Queen's Pond, a shallow pond with a sandy bottom surrounded by a protecting reef. It is located at the southern end of the state park near where the large monkeypod tree can be seen from the dirt road (about 3.2 miles north of where Hwy 50 ends). South of Queen's Pond is Barking Sands Beach, also known as Keonekani o Nohili (The Sounding Sands of Nohili) in the Hawaiian language. If one walks over the sand here or takes two handfuls of sand in each hand and slaps it together, a sound is produced. This phenomenon occurs due to the formation of the individual sand grains. Each of them has small holes in it and the sound is produced within these small cavities through the vibrations that occur when the sand is pushed together. As mentioned above, access to Barking Sands is limited and not open to the general public as it is in a military restricted area. Since swimming is not possible at Polihale Beach on most days of the year due to rough ocean conditions, most people come here to relax, picnic, camp and enjoy the views. Camping is allowed at Polihale State Park, but a permit is required. More info about how to get a permit is here. There are no food stores in this area, so bring food and water before driving all the way out here. Local residents enjoy driving their ATVs or trucks on this beach. And since the beach is so wide and it takes a while to walk across it to get near the ocean, many simply drive their trucks onto the beach and set up camp next to their vehicle. It's a good idea to bring a beach umbrella or tent because there is no shade here and it gets hot on Kauai's leeward coast in the summer months. To reach the beach, one has to drive through a 5-mile (8 km) long somewhat bumpy dirt road. The road is graded, but is most drivable if it's dry. If it's raining or has recently rained, the road can be a muddy mess and have even more potholes. Driving to Polihale with a four-wheel drive is recommended, but it's not necessary. A regular car will be fine if the road is dry, but be careful and avoid the sandy patches and don't drive near the sand dunes or on the beach to avoid getting stuck. Also keep in mind that if you come here with a rental car and you get stuck, you'll have to pay for the tow truck. Rental car contracts usually don't allow off-road or dirt-road driving. So if anything happens to the car, the rental car insurance won't cover it.    ",,fishing,Kauai,https://www.to-hawaii.com/kauai/beaches/polihale-state-beach-park.php
Pu'u Poa Beach,"Pu'u Poa Beach, located on the north shore of Kauai, is mainly used by guests of the St. Regis Princeville Resort and the Hanalei Bay Resort (see more photos). If you're a guest at the Hanalei Bay Resort, you can take the steep, paved path that leads to the beach or use the resort shuttle. St. Regis Princeville Resort guests can just take the elevator to the ground level. If you're not a guest at either one of the two resorts, there is a small public parking lot near the St. Regis and a beach access path (see directions below).   The beach has reddish-golden sand and extends all the way to the Hanalei River. When the tide is low, a sandbar appears extending from the river to neighboring Black Pot Beach at Hanalei Bay. The width of the shoreline is subject to changing surf, narrowing in winter and widening during calm summer months. An offshore reef protects the beach, making it generally safe for swimming and snorkeling. The reef, however, doesn't protect the beach from large winter swells that often occur between November and March. Swimming and snorkeling are discouraged during winter months. There are no lifeguards at Pu'u Poa Beach. The waves that break against the outer edge of the reef attracts surfers.       ",,"swimming, snorkeling, surfing",Kauai,https://www.to-hawaii.com/kauai/beaches/puu-poa-beach.php
Queen's Bath,"This is not your typical sandy beach. In fact, there is no sand here at all - just rocks. Located in Princeville on Kauai's north shore, Queen's Bath (see more photos) is a natural pool surrounded by a lava shelf. There is an inlet where fresh saltwater comes in from the ocean, together with all kinds of fish.   When the surf is up, which is often times the case, the lava pool and surrounding area are extremely dangerous because the waves wash over the lava shelf. The surf doesn't even have to be high to make this area dangerous. In the past, people have been swept into the ocean who didn't even enter the water, but who were merely walking on the boulders near the water's edge. Sudden large waves can pose a danger even on calm ocean days. Even if you observe the ocean for a while and it appears calm, a sudden large wave can wash over the cliff and drag you into the ocean. For this reason, numerous warning signs have been posted in this area, which all say the same thing: ""Waves break on ledge. Stand back! You could be swept out to sea, injured and drown."" Many people don't heed the warning sings and walk near the edge of the cliff to enjoy the views. Unfortunately, more than 30 drownings have occurred here as of today, the most recent one in February 2016.

Note: The access gate to Queen's Bath will remain closed throughout the winter season due to hazardous ocean conditions.      ",,none,Kauai,https://www.to-hawaii.com/kauai/beaches/queensbath.php
Salt Pond Beach Park,"Salt Pond Beach Park is the only place in Hawaii where salt is still produced in natural salt ponds. First, the salt ponds at the southern end of the beach are filled with ocean water and are then left to evaporate. What's left are rock crystals that are then bagged and used for cooking and medicinal purposes. Salt is produced during the dry and hot summer months.   Salt Pond Beach Park is a wide, reddish-golden sand pocket beach on Kauai's south shore that is generally safe for swimming year-round. At both ends of the beach are rocky outcrops; a natural rock ridge connects the outcrops, creating a small lagoon. This pool-like area is where families with children like to swim. The beach is usually safe for swimming, except during times of high surf, when rip currents form in the channels between the rock barriers. The area in the middle of the beach is unprotected. If you choose to swim in here, stay close to the shore. For snorkeling, the area near the lava rock outcrops - particularly the one near the salt ponds - provides excellent snorkeling opportunities. Moorish idols, goatfish, butterflyfish and unicornfish are some of the underwater creatures that can be seen here. Camping is allowed here, but you need to get a permit from the county before heading to the beach if you plan to camp. More info about camping permits is here.      ",,"swimming, snorkeling, surfing, camping",Kauai,https://www.to-hawaii.com/kauai/beaches/saltpondbeachpark.php
SeaLodge Beach,"Located in Princeville on Kauai's north shore, SeaLodge Beach is a hidden gem. It is a small pocket of sand, surrounded by lush vegetation. Most of the time, the beach is empty because not many people know it's there. The reason is mainly access issues. If you're not a guest at SeaLodge Resort, there is basically no way that you can park anywhere near the trail to the beach. Even in the adjacent neighborhood, street parking is not allowed. They will tow your car. All parking is reserved for hotel guests. No public parking is available (we specifically called SeaLodge Resort and they confirmed this). So if you really want to visit this beach, your only options are to either take a taxi here, to park at the shopping center in Princeville and walk here (about an hour walk), or to stay at the SeaLodge Resort.   There is a reef on the nearshore ocean bottom, so it's more of a snorkeling beach rather than a swimming beach. Turtles also like this area. When the surf is up, currents often times form and the waves can be too dangerous and reach all the way to the base of the cliff. To get to the beach, you'll have to hike to it (takes about 10-15 minutes) from Building A at the SeaLodge Resort. The trail itself is scenic too and well worth it.    ",,snorkeling,Kauai,https://www.to-hawaii.com/kauai/beaches/sealodgebeach.php
Secret Beach,"Also known as Kauapea Beach, Secret Beach (see more photos) is not exactly secret, but it takes a bit more effort to get to it. This fact keeps visitors limited. No road leads to it, but a 10-15-minute hike gets you here. But it is definitely worth a visit because it is one of Kauai's most scenic beaches.   Secret Beach is backed by red and black sea cliffs and lush vegetation. It stretches for 3,000 feet (915 m) and to the east offers nice views of Kilauea Lighthouse and Moku'ae'ae Island, a bird sanctuary. To the west, about a quarter mile beyond the west end of the beach, is a sizable waterfall that plunges about 15 feet (4.5 m) into the ocean. Also, there are a few other smaller waterfalls along the beach. The ocean bottom is mostly sandy and moderately steep. However, the swimming conditions vary. In the summer months when the ocean is usually calmer, swimming is possible here, but can be dangerous even then. Strong currents can be present even if the ocean appears calm, and there are no lifeguards stationed here, so be careful. In the winter months, don't think about swimming here. The trail to the beach is a bit steep and winds through brush. It is slippery on rainy days. Some people prefer to hike it barefooted because of the reddish clay that is difficult to remove from shoes and clothing. Alternatively, you can wear neoprene boots or other water shoes that are easy to wash off.    ",,limited swimming,Kauai,https://www.to-hawaii.com/kauai/beaches/secretbeach.php
Shipwreck Beach,"Shipwreck Beach on Kauai's south shore got its name from the small wooden boat that used to lie at the water's edge for many years. It deteriorated badly over the years, was hit by storms and people stripped it for firewood. When hurricane ‘Iwa hit Kauai in November 1982, it completely destroyed what little remained of the already dismantled boat.   The Hawaiian name of this beach is Keoneloa, meaning ""the long sands."" There are some ancient petroglyphs that have been carved into the beachrock shelves here. However, they are covered under sand and are only exposed during very strong southwesterly winter storms, which strip away enough sand to uncover these carvings. The most prominent feature of Shipwreck Beach is Makawehi Point, a sandstone cliff at the eastern end of the beach. Shipwreck Beach is about 0.5 miles (800 m) long and and known for its good bodyboarding and windsurfing conditions. Surfers and windsurfers enter the water at the eastern end of the beach near the cliff. During times of high surf, strong rip currents and a powerful shorebreak make swimming dangerous.     ",,"bodyboarding, surfing, windsurfing",Kauai,https://www.to-hawaii.com/kauai/beaches/shipwreckbeach.php
Tunnels Beach,"Tunnels Beach (aka Makua Beach) located at Ha'ena Point on Kauai's north shore is a postcard-perfect stretch of golden sand backed by ironwood trees, tropical palms and lush mountains. Even though much of the shoreline is lined by beachrock, which is usually not favored by swimmers, Tunnels Beach is nevertheless one of the north shore's most popular beaches.   One of the main attractions is the large reef offshore. The beach is unique for having an inner and an outer reef. About an eighth of a mile offshore is a half-moon shaped reef. This is the inner reef and it is shallow. This area is ideal for novice snorkelers, while advanced divers and snorkelers explore the outer reef, which has more lava tubes, arches and coral formations. During the winter months or times of high surf, the water conditions are hazardous at Tunnels Beach and swimming and snorkeling are dangerous. A popular surf break called Tunnels is located at the outer edge of the reef, which is visited by both surfers and windsurfers. It is for experts only. A wide channel lies between the two reefs. Tunnels Beach got its name because parts of the reef here have many arches and tunnels.      ",,"swimming, snorkeling, surfing, windsurfing, fishing",Kauai,https://www.to-hawaii.com/kauai/beaches/tunnelsbeach.php
Waikoko Beach,"Located within Hanalei Bay, Waikoko Beach is easily accessible from the highway, but never crowded. One reason for this is that the swimming conditions are not that good here. The water is too choppy on most days because of too much wave action. However, there is plenty of shade on the beach, so it's a nice spot for a picnic.       ",,"limited swimming/snorkeling, surfing",Kauai,https://www.to-hawaii.com/kauai/beaches/waikokobeach.php
Wailua Beach,"Wailua Beach is a wind-swept, half-mile long white-sand beach located at the mouth of the Wailua River on Kauai's Coconut Coast (east shore). With no reef to protect the beach against open ocean swells, the surf is usually up – all the reason why surfers and bodyboarders love Wailua Beach. This is despite the fact that the water tends to be murky because of the river water entering the ocean here.   Due to its poor water quality and exposure to the open ocean, the swimming conditions are poor. Also, the river and the ocean are always clashing, creating strong rip currents and powerful shorebreaks. What the beach is lacking in terms of water activities, Wailua River makes up for it. It's a popular visitor destination. Kayak and boat tours and hiking expeditions up the Wailua River are offered by nearby businesses. Located at the river's mouth (on the southern end of the beach) are two historical sites, the Hikinaakala Heiau and Hauola City of Refuge.      ",,"limited swimming, surfing, bodyboarding, kayaking (up wailua river), fishing",Kauai,https://www.to-hawaii.com/kauai/beaches/wailuabeach.php
Wainiha Beach Park,"Wainiha means ""unfriendly water"" in the Hawaiian language. Wainiha Beach is one of the few Kauai beaches that is off limits to swimming at all times of the year. The beach has no reef to shelter it from large ocean swells. Anyone who dives into the ocean here has to deal with dangerous rip currents, a powerful backwash and strong shorebreak. A few drownings and near-drownings have happened here in the past. Wainiha River flows into the ocean at the eastern end of the beach. The nearshore water tends to be murky from the silt deposited by the river. When the conditions are right, surfers can be seen on the river side of the bay riding a break.       ",,"surfing, fishing",Kauai,https://www.to-hawaii.com/kauai/beaches/wainihabeach.php
Waipouli Beach,"Waipouli Beach is located near the Coconut Marketplace in Kapa'a on Kauai's east shore. It fronts the Kauai Sands Hotel, Islander on the Beach and Aston Kauai Beach at Maka'iwa. Swimming here is only possible when the ocean is calm and even then it is not that good because the ocean bottom is rocky in most areas. The surroundings are beautiful and on the southern end of the beach is a small cove where sea turtles can often be seen near the rocky outcropping. A public access trail leads from the road to this cove. There is also a paved trail along much of the rest of the beach.   Further north is Waipouli Beach Park, which is not as scenic as Waipouli Beach. It is a gathering spot among local residents. There is a boat ramp and a pedestrian bridge that leads over a stream to the neighboring Kapa'a Beach Park. The swimming at Waipouli Beach Park is good when the ocean is calm. A natural breakwater offshore acts as a barrier to incoming waves in one section of the beach (between Panihi Road and Makana Road). This area is a good place for novice swimmers and children because the nearshore waters are shallow.   ",,swimming (when the ocean is calm),Kauai,https://www.to-hawaii.com/kauai/beaches/waipoulibeach.php
Huawai Bay,"Huawai Bay is a small beach that is one of Lanai’s best-kept secrets. Few visitors ever get to see it. Graced with lovely salt-and-pepper sand and surrounded by small sea cliffs, this isolated treasure can be a lover’s haven or an explorer’s playground. A collection of tide pools extend along the lava shelf and add to the captivating scenery. Huawai Bay, located on Lanai's south coast, is a popular place among local fishermen and is accessible only after hiking down a steep trail, the Po‘opo‘o Fisherman Trail. Once you reach the beach, snorkeling and diving are favorite activities here when the ocean is calm. The offshore waters are deep. There are not lifeguard stations, no restrooms and no modern amenities, a touch that many think add to the secluded and true island feel of the bay. Above the bay, golf lovers can visit the par-72 championship Jack Nicklaus-designed Challenge at Manele course. Make sure to stop at Huawai Bay for a gorgeous seaside spot that captures the true unspoiled beauty of Lanai.      ",,"fishing, snorkeling, diving",Lanai,https://www.to-hawaii.com/lanai/beaches/huawai-bay.php
Hulopo'e Bay Beach,"Hulopo'e Bay (see more photos) is Lanai’s most popular swimming and picnicking beach, located on the island's south shore. Crystal clear waters invite snorkelers to observe the brilliant reef marine life below, a testament to the success of the marine life conservation district here. Hulopo'e Bay is a protected marine preserve, so visitors are asked to take only pictures and leave only bubbles. Also, no ship is allowed to anchor in this bay. Turtles and spinner dolphins are frequently seen here.   The long, crescent-shaped bay is bordered on each side by boulders. The ocean bottom slopes off quickly, so novice swimmers should be cautious. There's usually some surf, ideal for bodyboarding or surfing. Small rip currents sometimes form as well, and the swimming conditions are best in the summer months. On the bay's east side is a lava terrace that has several large tide pools, all of which are home to an abundance of marine life. The Four Seasons Resort at Manele is located on this bay, and Hulopo'e Bay is the main beach on Lanai that resort guests use (the other beaches on the island are not suitable for swimming). If you arrive on Lanai with the ferry from Maui, Hulopo'e Bay is within walking distance from Manele Bay where the ferry arrives.     ",,"swimming, snorkeling, diving",Lanai,https://www.to-hawaii.com/lanai/beaches/hulopoe-beach.php
Keomuku Beach,"Keomuku Beach encompasses six miles (9.6 km) of shoreline on Lanai’s east coast. The shoreline consists of many narrow detrital sand and cobblestone beaches. Offshore is one of the longest stretches of fringing reef in Hawaii, which is more than a half mile (800 m) wide in several places. The ocean bottom is mainly shallow and rocky with only a few patches of sand inbetween. The water is usually murky and choppy because of the strong and steadily blowing tradewinds. For these reasons, it’s not a favorite beach for swimmers. Keomoku Beach is primarily used by local fishermen and picnickers. There are also remains of two ancient fishponds. Kiawe trees make up the majority of the shoreline vegetation. Keomuku Beach is accessible with a four-wheel drive. There are many access roads from Keomuku Road to the beach.     ",,fishing,Lanai,https://www.to-hawaii.com/lanai/beaches/keomukubeach.php
Lopa Beach,"Lopa Beach, located on Lanai’s east coast, is a long white sand beach. It begins on the south side of Kikoa Point and ends past an old fishpond, which is the most outstanding feature on this beach. The fishpond is also called Loko Lopa and has been designated as a bird sanctuary. The offshore ocean bottom at Lopa Beach is shallow and rocky. It’s safe to swim here when the waters are calm. Lopa Beach is a secluded beach that’s mainly frequented by local fishermen. You can reach it by taking one of the four-wheel-drive trails branching off the Keomuku Road.   ",,"fishing, swimming",Lanai,https://www.to-hawaii.com/lanai/beaches/lopabeach.php
Manele Bay,"Manele Bay has Lanai's only public harbor. It’s where you arrive when you take the ferry from Maui to Lanai. The bay is located on Lanai’s south coast, eight miles south of Lanai City. There is only a small white sand beach at the east end of the bay. It's a popular destination for most visitors because it’s the easiest beach to access while on Lanai and because it offers good snorkeling and diving conditions. The ocean bottom is shallow and consists of a mixture of sand and gravel. Manele Bay is a marine preserve, established to protect and preserve the area’s marine resources and geological features. The bay has restrooms and showers and since the reef is so shallow, even the young ones can have fun in the water. Manele Bay isn’t big, even though it is the main port for all the boats to rest in. However, it is a great location to just relax and have a picnic.     ",,"diving, swimming",Lanai,https://www.to-hawaii.com/lanai/beaches/manelebay.php
Polihua Beach,"If you’re in the mood of a little adventure, then the white sand Polihua Beach won’t disappoint. Located on Lanai’s northwestern end, Polihua requires the assistance of a four-wheel drive vehicle to maneuver the rugged, four-mile-long trail that leads here. Polihua Beach is over 1.5 miles long and is the longest white sand beach on Lanai. Characterized by rough waters and high winds, Polihua is more of a scenic beach rather than an interactive one. The winds are sometimes so strong they create sand storms, so if you go here on a windy day you’ll most probably get sand blown all over yourself. On windless days, this beach is a good spot for sunbathing, picnicking and picture-taking. On a clear day, you can see across the Kalohi Channel all the way to Molokai or even to Oahu’s Diamond Head.   Swimming and ocean sports are not recommended here due to the unpredictable surf and strong currents. The nearshore ocean bottom is steep and drops off sharply to overhead depths. Furthermore, Polihua Beach is completely exposed to the open ocean. It has no protective reef or rocks. The powerful alongshore current is always strong and will easily sweep you out to sea, even on a calm day. So no matter how calm the ocean looks, swimming is not safe here at any time of the year. Polihua, which means “egg nest” in the Hawaiian language, was once one of the most famous green sea turtle nesting beaches in Hawaii. Although the endangered green sea turtles are slowly making a comeback, they are hardly seen here now. You’re much more likely to see whales if you come in the winter months. They often pass by very close to shore. To get to Polihua Beach, start at the Garden of the Gods and head “makai” (toward the ocean). At the trail’s end, just a short hike from your parking spot you’ll be rewarded with vast sand dunes shaped expertly by the relentless ocean-driven winds. Despite the lack of ocean activities at Polihua Beach, many visitors love the remoteness of it and appreciate the unique and beautiful landscape.   ",,none,Lanai,https://www.to-hawaii.com/lanai/beaches/polihua-beach.php
Shark's Bay,"Shark's Bay is a secluded, yet easily accessible area on Lanai's south shore (a trail from Hulopoe Bay leads here). Since Hulopoe Bay is the most popular beach on the island (the Four Seasons Resort at Manele Bay is located on Hulopoe Bay), some resort guests enjoy taking this short beach trail to neighboring Shark's Bay, one of the most scenic spots on Lanai. The bay has red lava cliffs and on the bottom of the cliffs is a small sandy cove. From above the cliffs you can enjoy great views of Pu'u Pehe, also known as “Sweetheart Rock,” a picturesque 80 foot-tall (24 m) rock jutting out of the ocean and located 150 feet (46 m) offshore. Pu'u Pehe is the subject of a famous Hawaiian legend and is also said to be the site of an ancient bird heiau (temple). Swimming is discouraged at Shark's Bay due to the strong currents and a rocky ocean bottom. Facilities (showers and restrooms) are accessible next door at Hulopoe Beach.     ",,"picnicking, sunbathing",Lanai,https://www.to-hawaii.com/lanai/beaches/sharks-bay.php
Shipwreck Beach,"Shipwreck Beach on Lanai, also known as Kaiolohia (see more photos), is known for its shallow reef and strong currents. It has wrecked many ships in the past, hence its name. The Alderman Wood, a British vessel got into trouble and sank here in 1824 – which is the first documented shipwreck. Two years later, the London, an American ship, met its fate. The London was believed to have gold and silver on board, and it is uncertain how much of it was ever recovered.   The shipwreck after which this beach is named that can still be seen today is popularly referred to as a World War II Liberty Ship. However, it is a ferrocement (reinforced concrete) gasoline barge built for the Navy in 1943. Instead of a name, these type of ships were just given a number designation. This particular ship was YOGN 42. It was purposely grounded. After the war ended, this was the most economical way to dispose of the vessel. Shipwreck Beach is a remote beach on Lanai's north shore, and besides a few green sea turtles sunning themselves on the beach and maybe a lonely fisherman, there's only peace and quiet here. A short walk past the Shipwreck sign, there is a trail that leads about 200 yards (180 m) inland to the Kukui Point petroglyphs. The white, sandy beach is a beachcomber's delight, revealing shells, rocks and odd debris thanks to the strong winds and slamming waves that pound the shore. Stroll the 8 miles (13 km) of Shipwreck Beach and hike up the overlooking hill for a one-of-a-kind view. A once-functional lighthouse nearby lies in ruins, adding to the ancient feeling of the scene. Due to the strong currents, only highly-experienced surfers and bodyboarders should brave these waters.    ",,"fishing, picnicking",Lanai,https://www.to-hawaii.com/lanai/beaches/shipwreck-beach.php
Awahua Beach,"This scenic beach is located on Molokai's Kalaupapa Peninsula. The peninsula is backed by the world's tallest sea cliffs. Because of its remoteness and the fact that it is difficult to access, those inflicted with Hansen's disease (leprosy) were forced to live in exile here between 1866 and 1969. Today, the peninsula is home to a few surviving Hansen's disease patients.

A narrow trail leads down from the Pala'au State Park on top of the cliffs to the peninsula below. However, visitors have to join a tour group that is led by a guide. Alternatively, you can see the beach from a public lookout that is located next to the trailhead, 1,664 feet (507 m) above the peninsula.   Because Kalaupapa is difficult to access and either involves a hike or mule ride, Awahua Beach doesn't see many visitors. The beach is composed of detrital sand, which appears black. It is therefore also known as Black Sand Beach. The swimming conditions are poor here. There is no protective reef and the nearshore ocean bottom drops off quickly. Strong rip currents make swimming hazardous.     ",,none,Molokai,https://www.to-hawaii.com/molokai/beaches/awahuabeach.php
Dixie Maru Cove (Kapukahehu Beach),"Located on Molokai's west shore, Dixie Maru Cove (see more photos, view panorama) has one of the best swimming beaches on the island. The protected sandy cove features lava outcroppings on each side and is a nice place to enjoy the water, whether it's for a relaxing swim or snorkeling. Fringed by a reef, the beach usually has calm waters during the summer. This is when the swimming and snorkeling conditions are the best. Even though the bay is more protected than the other beaches in this area (such as nearby Papohaku Beach), stay out of the water if the surf is up. There are no lifeguards here.   Dixie Maru Cove got its name ""Dixie Maru"" from a Japanese fishing boat name plate. In Japanese culture, ""maru"" is a suffix added by sailors to their ship names as this term connotes something that is beloved. The term ""maru"" in itself represents a sense of perfection. It was in the 1920s when the Japanese sailboat Dixie Maru was wrecked off the shore and its name plate was then hung near the beach's gate. From then on, the remote beach has been fondly called Dixi Maru Cove. Its Hawaiian name is Kapukahehu Beach. Dixie Maru Cove takes some time to get to as it is located on Molokai's remote west shore. However, the road that leads here is paved. On most days the beach is only sparsely visited. The beach is backed by thorny kiawe trees, so be careful when looking for a shady spot under one of the trees. Editor's note: Last time we visited Dixie Maru Beach one of us stepped into a big fish metal fishhook (see here), luckily wearing running shoes. It was really difficult to remove the hook from the shoe. So it is a good idea to wear shoes here to protect your feet from any discarded fishhooks, as well as the thorns from the kiawe trees that are plentiful on most beaches in this area.     ",,"swimming, snorkeling",Molokai,https://www.to-hawaii.com/molokai/beaches/dixiemarucove.php
Halawa Beach,"Comprised of two equally beautiful beaches, Kama'alaea Beach to the west and Kawili Beach to the east, Halawa Beach Park is located in gorgeous Halawa Bay on Molokai's east shore. Both beaches are detrital sand beaches and are backed by low sand dunes. The remote bay is a good spot for sunbathing, fishing and picnicking. The inshore waters of Kama'alaea Beach are shallow and mostly safe for swimming, except when there's a strong rip current that occurs during times of heavy surf. There's a small reef patch in the middle of the beach, however, the water is usually murky, which limits snorkeling. Mountain rainwater is carried by Halawa Stream to meet the ocean at the east end of the beach.   Kawili Beach is not as protected from the open ocean and therefore, very strong currents occur when the surf is up. On calm days, swimming is usually safe. There are some rocks on the ocean bottom here. Legend has it that in the old Hawaii, the Molokai chiefs enjoyed surfing at Halawa Beach. Today, the beach remains a popular surf spot during the winter when the waves are big. If you're planning on taking a trip to Halawa Beach Park, take Highway 450 (Kamehameha Highway) all the way to its east end. After you cross the bridge, follow the rough road trail until you reach the gravel parking area. Up ahead is the beach park. Bring drinking water because there is no water available at the beach park. There are no concession areas either, but restrooms and picnic pavilions are available.    ",,"swimming, bodyboarding, surfing",Molokai,https://www.to-hawaii.com/molokai/beaches/halawa-beach-park.php
Hale O Lono Beach,"Hale O Lono, or ""House of Lono,"" is a long and narrow white-sand beach on Molokai's south shore. It was once a heiau, or a place of worship, for Lono, who is the god of agriculture and fertility. Food and gifts were offered to Lono, as the people prayed that Lono will grant them abundant crop growth as well as prosperity both on land and sea. Although the land near the beach is owned by Molokai Ranch (they stopped operating, but still own the land nearby), Hale O Lono Beach is open to the public. It is located at the Hale O Lono Harbor, where the annual Molokai Hoe (an outrigger canoe competition from Molokai to Oahu) starts. Due to the rocks and stones on the ocean bottom, swimming and snorkeling are less popular activities on the beach. Fishing is good though. Also, the beach is a prime spot for whale watching between December and April.   There are no lifeguards and restroom facilities at Hale O Lono Beach. To get to the beach, take Highway 460 towards Maunaloa. Once you reach the sharp curve at the pineapple exhibit, turn right towards the dirt road a little past Mokio Street. Go all the way down south until you come to a branched road. Take the left and there you'll find the beach park.    ",,"fishing, surfing",Molokai,https://www.to-hawaii.com/molokai/beaches/hale-o-lono-beach.php
